이름,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR
채병용,43,0,0,0,6,4,0,6,50.0,40,38,231,62,14,0,8,15,2,3,43,0,1,6.84,5.06,1.54,73.6,100.7,-0.39
김광현,25,0,0,25,11,8,0,0,136.0,48,45,554,125,16,2,16,30,0,2,130,0,3,2.98,4.16,1.14,176.5,127.4,5.28
켈리,28,0,0,28,12,7,0,0,158.1,78,72,674,152,28,3,18,47,1,13,161,2,5,4.09,4.40,1.26,128.5,120.4,3.90
박종훈,30,0,0,30,14,8,0,0,159.1,81,74,702,158,31,3,16,54,0,20,133,0,3,4.18,4.86,1.33,125.8,108.3,3.39
문승원,31,0,0,27,8,9,1,1,150.2,86,77,656,180,33,2,24,37,0,4,122,0,4,4.60,5.10,1.44,114.3,104.0,2.43
김태훈,61,0,0,4,9,3,0,10,94.0,44,40,394,88,17,0,8,36,4,2,93,0,11,3.83,4.05,1.32,137.3,130.6,2.28
산체스,29,0,0,26,8,8,0,1,145.1,90,79,632,161,21,3,26,39,1,7,124,0,12,4.89,5.38,1.38,107.5,98.8,1.90
신재웅,54,0,0,0,2,3,16,6,52.0,23,16,226,49,3,0,5,28,0,1,43,0,3,2.77,5.10,1.48,189.9,102.8,1.69
박희수,35,0,0,0,1,2,0,4,33.0,14,12,146,35,8,0,1,15,0,3,30,0,0,3.27,4.05,1.52,160.6,128.8,0.84
윤희상,46,0,0,1,1,2,1,7,51.0,29,29,211,55,5,1,8,7,1,2,44,0,1,5.12,4.62,1.22,102.7,115.4,0.72
이승진,34,0,0,2,0,1,0,0,41.1,25,21,189,41,6,0,6,20,1,4,37,0,6,4.57,5.60,1.48,115.0,94.4,0.56
채병용,29,0,0,0,2,1,1,3,30.0,16,16,128,33,5,0,8,8,0,1,15,0,0,4.80,7.20,1.37,109.5,73.9,0.51
박정배,49,0,0,0,1,3,9,2,44.2,30,29,197,51,15,0,9,12,2,2,44,0,1,5.84,5.29,1.41,90.0,101.1,0.27
전유수,16,0,0,0,0,1,0,0,18.0,11,11,81,21,5,0,3,8,0,2,15,0,0,5.50,6.00,1.61,95.6,88.1,0.20
남윤성,6,0,0,0,0,1,0,0,8.2,5,5,40,12,1,0,1,4,0,0,3,0,0,5.19,6.03,1.85,101.3,87.1,0.14
서진용,48,0,0,0,3,2,1,12,50.0,36,34,225,52,8,2,14,23,3,2,58,0,4,6.12,6.47,1.50,85.9,82.9,0.12
정동윤,2,0,0,0,0,0,0,0,2.2,1,1,11,3,0,0,1,1,0,0,3,0,0,3.38,7.58,1.50,155.8,70.9,0.12
임준혁,6,0,0,0,0,0,0,0,7.1,6,6,35,12,6,0,0,3,0,0,2,0,1,7.36,4.52,2.05,71.4,114.6,0.02
봉민호,1,0,0,0,0,0,0,0,1.1,1,1,5,1,0,0,1,0,0,0,2,0,0,6.75,10.58,0.75,77.9,51.7,0.01
정영일,51,0,0,0,3,0,0,13,44.0,33,26,205,48,10,0,7,21,1,5,33,0,4,5.32,6.11,1.57,98.9,86.6,-0.03
조성훈,1,0,0,0,0,0,0,0,0.2,2,2,4,3,1,0,0,0,0,0,0,0,1,27.00,3.83,4.50,19.5,135.5,-0.06
박민호,3,0,0,0,0,0,0,0,2.1,4,4,12,4,1,0,1,1,0,1,0,0,0,15.43,11.98,2.14,34.1,44.4,-0.09
김택형,14,0,0,0,1,2,0,2,11.2,10,10,52,9,0,0,1,10,0,0,11,0,2,7.71,5.63,1.63,68.2,92.7,-0.13
최민준,2,0,0,0,0,0,0,0,5.0,9,8,28,11,1,0,5,0,0,0,3,0,0,14.40,15.63,2.20,36.5,34.7,-0.16
강지광,4,0,0,0,0,0,0,0,3.0,7,7,21,8,2,0,1,4,0,0,3,0,0,21.00,10.17,4.00,25.0,52.0,-0.19
김주한,7,0,0,0,1,0,0,1,6.0,10,9,34,9,2,0,2,6,0,0,5,0,0,13.50,9.50,2.50,38.9,55.8,-0.32
김광현,31,0,0,30,17,6,0,0,190.1,64,53,786,198,17,0,13,38,1,2,180,0,8,2.51,3.01,1.24,169.3,142.2,6.38
산체스,28,0,0,28,17,5,0,0,165.0,51,48,671,151,18,2,2,42,0,2,148,2,11,2.62,2.57,1.17,162.0,163.9,5.91
하재훈,61,0,0,0,5,3,36,3,59.0,13,13,245,47,11,0,1,26,2,1,64,1,0,1.98,2.72,1.24,213.9,154.8,3.09
문승원,26,0,0,23,11,7,0,2,144.0,63,62,586,130,13,5,23,33,1,3,99,0,0,3.88,4.83,1.13,109.5,89.5,2.87
서진용,72,0,0,0,3,1,4,33,68.0,19,18,279,53,9,2,2,28,4,2,76,0,1,2.38,2.70,1.19,178.1,157.4,2.63
박종훈,28,0,0,28,8,11,0,0,144.0,72,62,643,157,29,0,12,59,0,13,100,0,1,3.88,4.60,1.50,109.5,92.8,2.08
소사,16,0,0,16,9,3,0,0,94.1,42,40,387,85,6,0,15,23,0,2,96,1,3,3.82,4.23,1.15,111.2,102.8,1.92
다익손,12,0,0,12,3,2,0,0,65.2,29,26,280,65,13,2,7,18,0,2,58,0,1,3.56,3.94,1.26,119.0,109.3,1.41
박민호,47,0,0,0,3,1,0,4,50.1,17,15,209,49,10,0,2,14,0,4,22,0,0,2.68,4.12,1.25,158.2,102.7,1.26
정영일,44,0,0,0,1,2,1,8,42.0,15,15,175,32,3,1,1,22,2,1,35,0,2,3.21,3.55,1.29,132.0,118.9,1.17
김태훈,71,0,0,0,4,5,7,27,69.2,33,31,296,62,8,0,4,26,0,4,76,0,7,4.00,3.26,1.26,105.9,130.9,1.04
박희수,34,0,0,0,0,1,1,2,28.2,8,4,124,29,2,0,1,13,0,3,14,0,0,1.26,4.55,1.47,337.8,92.7,0.91
백승건,15,0,0,0,0,0,0,0,19.1,5,5,81,16,4,0,1,12,0,1,14,0,1,2.33,4.64,1.45,182.3,91.1,0.56
신재웅,20,0,0,1,1,0,0,0,21.2,8,8,88,14,4,0,1,10,0,1,14,0,0,3.32,4.23,1.11,127.7,99.9,0.40
강지광,25,0,0,0,2,4,0,6,27.1,14,12,115,24,5,0,0,11,1,0,15,0,3,3.95,3.40,1.28,107.4,123.0,0.29
이케빈,1,0,0,1,0,0,0,0,3.0,1,1,14,2,0,0,0,3,0,0,3,0,1,3.00,4.40,1.67,141.4,94.9,0.13
김주한,11,0,0,1,1,1,0,1,12.0,7,7,56,12,4,1,0,7,1,2,10,0,2,5.25,3.74,1.58,80.8,112.7,0.02
김정우,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,0,1,0,0,0,0,0,9.00,6.40,3.00,47.1,65.2,-0.01
백청훈,5,0,0,0,0,0,1,1,4.0,3,3,20,7,1,0,0,1,0,0,4,0,1,6.75,2.15,2.00,62.8,194.5,-0.06
조영우,7,0,0,1,0,0,0,0,12.1,12,11,57,19,2,0,3,4,0,0,8,0,0,8.03,6.24,1.87,52.8,69.7,-0.07
김택형,26,0,0,0,2,1,0,2,23.1,16,15,115,20,4,0,1,24,0,2,27,0,6,5.79,4.99,1.89,73.3,84.6,-0.15
정재원,4,0,0,0,0,0,0,0,2.2,5,5,16,6,0,0,1,0,0,1,1,0,0,16.88,8.65,2.25,25.1,50.7,-0.21
채병용,4,0,0,0,0,0,1,1,3.2,4,4,21,7,2,0,1,3,0,1,3,0,0,9.82,8.58,2.73,43.2,50.4,-0.23
이원준,2,0,0,1,0,1,0,0,2.1,5,5,14,3,0,0,1,4,0,0,2,0,0,19.29,12.40,3.00,22.0,34.9,-0.28
이승진,17,0,0,2,0,0,0,1,19.0,17,17,89,21,1,1,3,12,0,1,14,0,2,8.05,6.03,1.74,52.7,71.2,-0.37
문승원,25,1,0,25,6,8,0,0,145.2,64,59,610,136,29,0,13,45,0,6,117,0,2,3.65,4.16,1.24,132.5,117.1,3.88
박민호,57,0,0,0,2,1,4,11,52.0,16,14,215,43,9,0,4,19,0,2,36,0,0,2.42,4.38,1.19,199.3,110.8,2.28
박종훈,29,0,0,28,13,11,0,0,157.1,90,84,691,146,21,3,14,78,1,22,134,0,5,4.81,4.90,1.42,100.5,99.5,1.95
서진용,63,0,0,0,2,7,8,12,61.0,33,28,264,52,4,1,11,34,1,1,56,0,7,4.13,5.74,1.41,116.9,85.5,1.08
이건욱,27,0,0,25,6,12,0,0,122.0,77,77,542,105,16,4,11,81,0,6,91,1,6,5.68,5.38,1.53,85.0,90.2,1.07
정수민,3,0,0,3,1,0,0,0,15.2,2,2,61,11,4,0,0,5,0,0,11,0,0,1.15,3.11,1.02,420.3,153.9,1.01
이태양,46,0,0,0,2,1,0,4,47.1,28,27,211,57,10,0,7,11,1,1,37,0,2,5.13,4.61,1.44,94.1,106.4,0.59
조영우,35,0,0,7,2,4,0,0,77.0,52,51,340,96,18,1,12,25,0,2,38,0,4,5.96,5.65,1.57,81.0,86.5,0.54
김정빈,57,0,0,0,1,1,1,10,47.1,30,27,226,37,8,1,5,45,1,8,42,0,6,5.13,6.45,1.73,94.1,75.3,0.35
박희수,28,0,0,0,0,1,0,0,24.2,16,15,112,28,6,0,4,10,1,0,26,0,2,5.47,4.65,1.54,88.2,105.7,0.24
김세현,42,0,0,0,2,0,1,7,42.0,28,27,187,44,7,0,7,22,0,1,35,0,1,5.79,5.70,1.57,83.5,85.9,0.23
윤희상,4,0,0,1,0,0,0,0,3.0,1,1,11,1,0,0,0,2,0,0,2,0,0,3.00,4.22,1.00,160.9,113.3,0.12
서동민,9,0,0,0,0,0,0,0,8.1,5,5,38,10,2,0,2,4,0,0,7,0,0,5.40,6.44,1.68,89.4,76.5,0.09
강지광,6,0,0,0,0,0,0,0,3.2,3,2,20,7,0,0,1,1,0,0,4,0,0,4.91,5.74,2.18,98.4,86.6,-0.00
양선률,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,1,2,0,0,0,0,0,9.00,22.56,3.00,53.6,21.9,-0.01
이원준,17,0,0,0,0,1,0,0,19.1,17,16,100,28,5,2,3,16,2,0,17,0,7,7.45,5.99,2.28,64.8,81.5,-0.10
김주온,29,0,0,0,0,3,0,0,31.0,27,26,160,46,7,0,5,22,0,5,18,0,5,7.55,7.10,2.19,64.0,68.7,-0.11
윤강민,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,67.50,9.56,7.50,7.2,51.3,-0.16
오원석,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,5.59,5.21,1.86,86.4,93.5,-0.19
김찬호,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,1,4,0,0,1,0,0,27.00,15.06,4.50,17.9,32.6,-0.19
핀토,30,0,0,30,6,15,0,0,162.0,121,111,766,198,35,1,19,90,3,11,112,2,11,6.17,5.51,1.78,78.3,88.3,-0.22
신재웅,24,0,0,0,2,0,0,0,19.1,20,20,93,26,3,2,5,14,0,0,11,0,0,9.31,7.95,2.07,51.9,61.6,-0.25
정영일,29,0,0,0,2,2,2,2,23.1,20,17,114,31,5,0,6,11,1,3,17,1,3,6.56,7.11,1.80,73.6,69.3,-0.26
킹엄,2,0,0,2,0,2,0,0,10.2,11,8,52,16,4,0,1,4,0,0,6,0,1,6.75,4.77,1.88,71.5,101.7,-0.32
김태훈,33,0,0,8,1,6,0,4,62.0,52,51,281,61,13,0,8,39,0,4,43,0,10,7.40,5.93,1.61,65.2,82.2,-0.43
앨버스,28,1,1,28,6,13,0,0,151.1,108,99,673,200,35,7,18,40,0,4,107,0,9,5.89,4.86,1.59,92.1,108.8,2.56
이태양,30,0,0,26,7,10,0,0,153.0,100,90,677,183,31,6,27,41,2,7,96,1,10,5.29,5.80,1.46,102.5,91.2,2.20
안영명,48,0,0,6,7,6,4,6,97.2,59,49,447,114,20,3,8,36,1,13,64,0,3,4.52,5.08,1.54,120.1,104.0,2.15
유창식,21,0,0,18,4,4,0,0,91.1,54,42,436,100,15,3,2,72,1,3,53,0,11,4.14,5.41,1.88,131.1,97.4,1.81
윤규진,43,0,0,0,7,2,9,3,72.0,39,37,311,69,14,1,11,31,2,1,73,0,8,4.63,5.06,1.39,117.3,104.3,1.69
박정진,60,0,0,0,4,4,9,7,49.1,39,33,224,54,14,1,5,25,1,1,51,0,1,6.02,4.63,1.60,90.1,114.2,0.70
타투스코,14,1,0,12,2,6,0,0,63.2,51,50,299,64,9,2,7,45,0,6,49,0,10,7.07,6.15,1.71,76.8,86.0,0.52
최영환,50,0,0,0,1,2,1,2,64.2,54,51,304,76,12,2,9,43,2,6,42,1,9,7.10,6.55,1.84,76.4,80.6,0.31
윤근영,36,0,0,1,2,3,0,5,49.0,41,39,239,71,13,1,6,23,1,7,28,0,1,7.16,6.08,1.92,75.7,86.9,0.27
정대훈,34,0,0,1,3,2,1,0,42.1,38,34,205,64,11,4,4,14,0,9,14,0,2,7.23,6.05,1.84,75.0,87.4,0.25
이동걸,8,0,0,2,0,1,0,0,20.0,15,10,84,21,4,1,4,7,0,3,16,0,0,4.50,6.36,1.40,120.6,83.3,0.16
마일영,19,0,0,0,0,0,0,1,20.0,20,19,106,32,5,3,1,9,0,4,8,1,2,8.55,5.66,2.05,63.4,93.5,0.12
임기영,14,0,0,1,1,1,0,0,22.2,24,17,116,38,7,0,6,9,0,2,17,0,0,6.75,7.25,2.07,80.4,73.0,0.06
황영국,1,0,0,1,0,0,0,0,1.0,1,1,5,2,1,0,0,1,0,0,0,0,0,9.00,6.86,3.00,60.3,76.8,0.01
김광수,1,0,0,0,0,0,0,0,0.0,3,3,3,3,0,0,1,0,0,0,0,0,0,,,,,,0.00
윤기호,1,0,0,0,0,0,0,0,0.0,2,2,3,3,0,1,0,0,0,0,0,0,0,,,,,,0.00
김기현,24,0,0,0,0,1,0,1,23.1,21,15,118,38,4,0,9,7,0,1,15,0,0,5.79,8.61,1.93,93.8,61.4,-0.02
구본범,3,0,0,0,0,0,0,0,3.2,5,5,19,8,2,0,1,0,0,0,2,0,1,12.27,6.31,2.18,44.2,83.8,-0.02
허유강,1,0,0,0,0,0,0,0,0.2,1,1,4,2,1,0,1,0,0,0,0,0,0,13.50,23.36,3.00,40.2,22.7,-0.03
송창현,20,0,0,17,1,9,0,0,79.1,69,59,390,104,24,4,11,60,2,3,30,0,4,6.69,7.21,2.07,81.0,73.1,-0.06
송창식,26,0,0,1,1,3,1,3,29.0,24,24,138,35,6,2,9,14,1,3,21,0,2,7.45,8.10,1.69,72.8,65.3,-0.07
조지훈,2,0,0,0,0,0,0,0,0.2,2,2,6,2,0,0,1,1,0,1,0,0,0,27.00,32.36,4.50,20.1,16.3,-0.07
정재원,5,0,0,0,0,0,0,0,4.1,11,11,36,12,3,1,0,8,0,3,9,0,2,22.85,7.32,4.62,23.7,72.7,-0.13
조영우,6,0,0,2,0,1,0,0,11.0,13,13,58,22,6,0,4,4,0,0,8,0,0,10.64,8.22,2.36,51.0,64.4,-0.13
황재규,8,0,0,0,0,1,0,0,8.1,16,16,46,17,5,2,1,5,0,1,3,0,1,17.28,6.86,2.64,31.4,77.1,-0.24
로저스,10,4,3,10,6,2,0,0,75.2,26,25,296,62,8,2,2,20,0,4,60,1,1,2.97,3.33,1.08,167.5,148.1,2.84
박정진,76,0,0,0,6,1,1,15,96.0,37,33,411,84,12,1,8,39,3,5,92,0,7,3.09,4.06,1.28,161.0,121.4,2.81
윤규진,40,0,0,0,3,2,10,3,50.2,15,15,205,39,6,0,3,21,3,0,48,0,2,2.66,3.56,1.18,187.0,138.2,2.07
탈보트,30,1,0,30,10,11,0,0,156.1,93,82,695,153,26,1,11,85,4,13,120,4,11,4.72,4.80,1.52,105.5,102.6,1.98
유먼,17,0,0,17,4,6,0,0,91.2,52,46,406,96,16,0,9,38,1,4,56,1,3,4.52,5.01,1.46,110.3,98.3,1.13
안영명,35,0,0,27,10,6,0,1,125.1,77,71,568,137,23,1,15,60,1,11,82,0,4,5.10,5.54,1.57,97.7,89.1,0.92
권혁,78,0,0,0,9,13,17,6,112.0,68,62,506,124,21,1,15,53,7,5,88,1,5,4.98,5.15,1.58,100.0,95.7,0.87
김기현,54,0,0,0,1,0,0,3,41.1,20,20,187,36,6,1,5,30,1,3,32,0,5,4.35,5.96,1.60,114.4,82.7,0.81
김민우,36,0,0,8,1,3,0,0,70.0,41,40,314,67,13,0,5,38,3,10,50,0,5,5.14,5.04,1.50,96.9,97.7,0.79
정대훈,51,0,0,0,1,1,0,2,36.0,21,19,162,44,8,1,4,14,3,5,12,0,1,4.75,5.73,1.61,104.9,85.9,0.37
이동걸,32,0,0,0,2,0,0,0,44.1,28,22,219,58,13,0,8,28,3,4,25,0,5,4.47,6.80,1.94,111.5,72.5,0.32
임준섭,6,0,0,0,0,0,0,0,5.2,0,0,26,6,0,0,0,5,1,0,5,0,0,0.00,3.97,1.94,,122.6,0.31
김용주,2,0,0,2,1,0,0,0,8.0,3,3,33,4,1,0,0,6,0,0,3,0,0,3.38,5.12,1.25,147.6,95.8,0.30
박성호,16,0,0,0,0,0,0,1,20.2,14,11,96,24,4,0,2,11,1,1,12,0,1,4.79,5.31,1.69,104.0,92.6,0.12
구본범,3,0,0,0,0,0,0,0,1.0,0,0,6,0,0,0,0,2,0,0,1,0,1,0.00,7.62,2.00,,64.4,0.05
조영우,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.00,3.62,0.00,,135.2,0.04
윤기호,3,0,0,0,0,0,0,0,2.2,2,2,10,2,0,0,1,1,0,0,0,0,0,6.75,9.62,1.13,73.8,51.4,0.01
정광운,2,0,0,0,0,0,0,0,1.1,1,1,7,2,0,0,0,1,0,0,1,0,0,6.75,4.37,2.25,73.8,112.4,0.01
임경완,1,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,0,2,0,0,0,0,0,,,,,,0.00
김범수,15,0,0,0,0,2,0,0,14.2,12,12,72,10,3,0,0,20,0,1,10,0,3,7.36,6.55,2.05,67.6,75.0,-0.04
마일영,2,0,0,0,0,0,0,0,0.1,1,0,5,0,0,0,0,1,0,1,0,0,0,0.00,21.62,3.00,,23.0,-0.04
최영환,1,0,0,0,0,0,0,0,1.1,2,0,8,2,1,0,0,2,0,0,1,0,0,0.00,6.62,3.00,,74.1,-0.05
허유강,5,0,0,0,0,0,0,0,2.2,3,3,12,1,1,0,0,2,0,2,1,0,1,10.13,7.37,1.13,49.2,67.3,-0.05
정재원,3,0,0,0,0,0,0,0,4.0,5,5,19,5,0,0,2,3,0,0,4,0,0,11.25,10.37,2.00,44.3,47.9,-0.06
문재현,2,0,0,0,0,0,0,0,0.1,2,2,5,1,0,0,0,3,0,0,0,0,0,54.00,30.62,12.00,9.2,16.0,-0.09
정우람,61,0,0,0,8,5,16,1,81.0,33,30,331,64,14,1,7,26,6,4,85,1,5,3.33,3.71,1.11,157.5,141.0,3.26
권혁,66,0,0,0,6,2,3,13,95.1,45,41,418,93,17,2,5,42,5,7,77,1,2,3.87,4.24,1.42,135.7,122.9,2.79
장민재,48,0,0,13,6,6,0,1,119.1,66,62,542,133,13,2,15,67,0,4,92,1,3,4.68,5.67,1.68,112.3,92.5,2.41
이태양,29,0,0,25,5,8,1,0,112.1,66,62,512,128,20,0,15,62,1,3,60,0,2,4.97,6.17,1.69,105.7,85.0,2.38
송창식,66,0,0,1,8,5,0,8,97.2,61,54,437,97,11,2,10,45,0,10,77,0,7,4.98,5.24,1.45,105.5,100.1,1.21
로저스,6,1,0,6,2,3,0,0,37.2,22,18,160,42,8,0,3,12,0,2,24,3,0,4.30,4.67,1.43,122.1,112.1,0.73
카스티요,20,0,0,15,7,4,0,0,84.0,62,60,393,106,14,0,7,40,0,10,60,0,4,6.43,5.23,1.74,81.7,100.0,0.71
박정진,77,0,0,1,4,4,0,6,84.0,58,52,374,96,14,1,11,33,2,2,85,0,9,5.57,4.65,1.54,94.3,113.0,0.63
정대훈,36,0,0,0,1,0,0,0,38.2,24,21,171,47,13,0,3,10,1,1,26,0,1,4.89,4.23,1.47,107.4,123.6,0.51
송은범,30,0,0,27,2,11,0,1,122.0,95,87,562,159,21,1,13,49,1,5,85,0,11,6.42,5.09,1.71,81.8,103.0,0.40
심수창,66,0,0,10,5,5,2,6,113.1,86,75,529,138,23,1,14,58,2,4,76,0,6,5.96,5.65,1.73,88.2,92.9,0.37
송신영,11,0,0,3,0,1,0,0,14.1,8,8,65,24,5,0,1,2,0,1,7,0,0,5.02,4.35,1.81,104.5,120.2,0.31
윤규진,41,0,0,16,7,7,1,3,100.1,78,76,472,125,16,2,19,54,3,8,74,0,4,6.82,6.54,1.78,77.0,80.3,0.24
송창현,11,0,0,0,0,0,0,0,10.2,6,6,46,9,2,0,0,6,0,0,11,0,1,5.06,3.42,1.41,103.7,152.2,0.19
이재우,15,0,0,3,0,1,0,0,25.1,20,17,122,34,5,1,9,14,1,3,18,0,0,6.04,8.88,1.90,87.0,59.4,0.17
이동걸,5,0,0,0,0,0,0,0,5.0,3,3,23,6,1,0,2,2,0,0,1,0,1,5.40,9.79,1.60,97.3,54.0,0.07
정재원,14,0,0,0,0,0,0,0,21.1,19,18,102,28,7,0,2,9,1,1,16,0,3,7.59,4.78,1.73,69.2,109.5,0.05
김경태,10,0,0,0,0,0,0,0,11.2,10,10,58,17,3,0,2,9,0,0,12,0,1,7.71,6.28,2.23,68.1,83.8,0.03
김범수,5,0,0,0,1,0,0,0,5.2,6,6,30,6,2,0,1,6,0,1,5,0,2,9.53,8.03,2.12,55.1,65.4,-0.04
서캠프,17,0,0,8,2,5,1,0,41.1,32,29,194,54,9,0,5,17,0,5,36,0,2,6.31,5.22,1.72,83.2,100.5,-0.06
김재영,11,0,0,2,0,0,0,0,11.1,14,13,58,18,3,0,2,8,0,3,4,0,0,10.32,8.29,2.29,50.9,63.3,-0.26
황재규,2,0,0,0,0,0,0,0,3.2,11,10,24,10,1,0,1,2,0,1,2,0,0,24.55,8.70,3.27,21.4,60.5,-0.26
김용주,17,0,0,2,0,2,0,0,15.2,18,17,79,19,2,0,2,15,0,0,12,0,1,9.77,6.79,2.17,53.8,77.2,-0.39
안영명,2,0,0,1,0,1,0,0,2.2,10,6,22,9,3,0,0,4,0,0,1,0,0,20.25,7.54,4.88,25.9,69.1,-0.50
김민우,5,0,0,3,0,3,0,0,9.2,18,17,56,21,2,0,2,8,0,0,7,0,1,15.83,7.52,3.00,33.2,70.0,-0.83
정우람,56,0,0,0,6,4,26,0,59.0,20,18,247,47,10,0,5,19,2,4,78,0,5,2.75,3.26,1.12,183.1,155.6,2.88
오간도,19,0,0,19,10,5,0,0,110.0,53,48,475,115,14,0,8,30,0,11,74,1,6,3.93,4.45,1.32,128.0,113.3,2.60
비야누에바,20,0,0,20,5,7,0,0,112.0,58,52,461,108,23,1,12,23,0,5,68,0,5,4.18,4.66,1.17,120.3,108.3,2.41
윤규진,36,0,0,18,8,7,0,2,119.0,71,69,526,138,20,2,19,44,0,4,93,0,5,5.22,5.46,1.53,96.4,92.9,1.68
배영수,25,1,0,25,7,8,0,0,128.0,82,72,575,155,29,2,17,29,0,13,86,2,2,5.06,5.10,1.44,99.3,99.2,1.13
김재영,20,0,0,15,5,7,0,0,85.1,51,43,370,101,16,0,9,19,0,12,51,0,3,4.54,5.00,1.41,110.9,101.0,1.08
심수창,48,0,0,0,3,1,2,2,57.0,32,30,260,71,13,3,8,22,1,2,54,0,4,4.74,4.88,1.63,106.2,104.0,1.00
이동걸,24,0,0,0,0,0,1,2,36.2,18,17,146,36,8,1,5,5,0,3,22,0,1,4.17,4.96,1.12,120.5,102.0,0.80
박정진,55,0,0,0,3,2,1,7,48.0,28,21,205,38,6,0,6,24,0,3,51,0,3,3.94,4.92,1.29,127.7,103.0,0.78
김경태,19,0,0,0,1,0,0,6,12.2,3,2,58,12,1,0,0,9,0,2,17,0,3,1.42,3.66,1.66,353.8,138.1,0.59
박상원,18,0,0,0,0,0,0,1,21.2,10,10,87,19,2,0,3,7,0,0,13,0,2,4.15,5.30,1.20,121.1,95.4,0.50
안영명,25,0,0,16,1,8,0,0,87.2,62,56,410,123,30,2,11,28,2,5,54,1,5,5.75,5.20,1.72,87.5,97.4,0.49
정재원,14,0,0,0,0,2,0,1,21.0,12,8,99,23,4,0,0,11,0,5,9,0,2,3.43,5.16,1.62,146.7,97.3,0.35
강승현,31,0,0,1,0,1,0,1,38.1,26,25,167,42,11,1,4,15,0,0,40,0,4,5.87,4.18,1.49,85.7,121.2,0.31
서균,14,0,0,0,0,0,0,0,14.1,7,7,64,17,4,0,2,3,0,3,10,0,1,4.40,5.41,1.40,114.4,93.6,0.30
송신영,5,0,0,0,0,0,0,0,6.1,3,3,26,6,1,0,0,0,0,2,6,0,0,4.26,2.79,0.95,117.9,179.7,0.12
권혁,37,0,0,0,1,3,0,11,31.1,23,22,147,39,8,0,6,9,0,5,17,0,3,6.32,6.48,1.53,79.6,78.2,0.01
송은범,13,0,0,6,0,4,1,0,37.1,30,27,177,45,4,0,4,23,1,3,15,0,1,6.51,6.33,1.82,77.3,79.7,-0.04
김진영,3,0,0,0,0,0,0,0,2.2,3,3,15,5,3,0,0,2,0,0,4,0,0,10.13,2.99,2.63,49.7,169.3,-0.05
송창식,63,0,0,0,5,6,0,15,73.1,56,54,331,77,20,2,13,33,4,5,64,0,2,6.63,5.69,1.50,75.9,89.3,-0.22
이태양,16,0,0,12,3,6,0,0,59.0,49,47,275,79,16,1,12,26,1,2,29,0,2,7.17,6.77,1.78,70.1,74.9,-0.31
김범수,15,0,0,5,0,4,0,0,31.0,30,30,158,43,7,0,7,24,1,3,16,0,9,8.71,8.15,2.16,57.7,62.2,-0.49
이충호,21,0,0,0,1,1,0,1,11.1,18,17,67,21,3,0,3,12,0,3,8,0,2,13.50,9.74,2.91,37.2,52.1,-0.59
김민우,4,0,0,2,0,0,0,0,7.1,15,14,49,20,1,0,1,6,0,3,5,0,1,17.18,7.83,3.55,29.3,64.7,-0.69
장민재,33,0,0,5,2,5,0,0,62.2,60,54,303,94,24,1,11,23,1,2,30,0,6,7.76,6.21,1.87,64.8,81.6,-0.95
샘슨,30,0,0,29,13,8,0,0,161.2,91,84,703,144,26,1,17,79,0,5,195,2,18,4.68,4.35,1.38,113.3,123.2,2.99
송은범,68,0,0,0,7,4,1,10,79.1,29,22,341,77,9,1,2,33,2,5,61,0,8,2.50,3.98,1.39,212.3,132.4,2.94
이태양,63,0,0,0,4,2,0,12,79.1,30,25,325,66,11,1,10,23,2,4,85,0,4,2.84,4.27,1.12,186.8,125.3,2.63
박상원,69,0,0,0,4,2,0,9,60.0,17,14,256,59,13,0,3,21,1,4,62,0,3,2.10,3.62,1.33,252.3,146.8,2.45
정우람,55,0,0,0,5,3,35,0,53.0,22,20,220,49,9,0,6,12,1,2,56,0,1,3.40,3.93,1.15,156.0,136.2,2.02
헤일,12,0,0,12,3,4,0,0,66.1,35,32,277,68,10,0,8,17,0,4,55,0,3,4.34,4.69,1.28,122.0,113.6,1.49
휠러,19,0,0,19,3,9,0,0,101.2,62,58,459,128,16,0,12,34,1,10,94,1,2,5.13,4.79,1.59,103.2,111.5,1.44
장민재,34,0,0,3,6,2,0,1,59.2,33,31,266,62,14,2,7,23,0,1,42,0,1,4.68,5.16,1.43,113.3,103.2,1.16
김재영,29,0,0,21,6,4,0,1,111.1,74,70,503,136,32,1,15,37,0,12,56,0,4,5.66,5.90,1.55,93.6,90.1,1.04
김성훈,10,0,0,5,0,2,0,0,27.2,12,11,118,25,5,0,2,11,0,3,28,0,3,3.58,4.27,1.30,148.1,124.7,0.74
안영명,53,0,0,1,8,2,0,8,66.0,44,42,291,83,10,0,12,15,1,4,48,1,4,5.73,5.56,1.49,92.5,96.2,0.51
